n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti
A1455,Sylvia Plath,La campana di vetro,Mondadori,2023,9788804765363,"Narrativa, Classico",FALSE
A1456,Tadeusz Borowski,"Da noi, ad Auschwitz",Mondadori,2023,9788804772866,"Romanzo Storico, Memorie",FALSE
A1457,Franco Forte,Gengis Khan,Mondadori,2023,9788804765080,Romanzo Storico,FALSE
A1458,Giovanni Nucci,Il mare color del vino,Salani,2021,9788831003667,"Ragazzi, Mitologia",FALSE
A1459,Francesco D'Adamo,La traversata,Il Castoro,2021,9788869666872,"Ragazzi, Attualità",FALSE
A1604,Gabriel García Márquez,Memoria delle mie puttane tristi,Mondadori,2005,8022264745017,"Narrativa, Romanzo",FALSE
A146,Antonio Tabucchi,Il piccolo naviglio,Feltrinelli,2011,9788807018633,"Narrativa, Romanzo",FALSE
A1460,Luigi Rainero Fassati,Mal d'alcol,Salani,2017,9788893813358,"Saggistica, Salute, Attualità",FALSE
A1461,Silvia Avallone,Un'amicizia,Rizzoli,2021,9788817142960,"Narrativa, Romanzo",FALSE
A1462,Fabrizio Casa,Fragile,Sinnos,2012,9788876092046,"Ragazzi, Sport",FALSE
A1463,Bianca Garavelli,Le terzine perdute di Dante,Rizzoli,2015,9788817083041,"Giallo, Thriller, Romanzo Storico",FALSE
A1464,Edgar Allan Poe,Eureka. Poema in prosa,Newton Compton,1996,9788881834921,"Saggistica, Filosofia",FALSE
A1465,Arthur Conan Doyle,Gli aforismi di Sherlock Holmes,Newton Compton,1995,9788879838047,"Miscellanea, Giallo",FALSE
A1466,Gina Basso,Il coraggio di parlare,Fabbri Editori,1971,-,"Ragazzi, Attualità",FALSE
A1467,Arthur Conan Doyle,Le avventure di Sherlock Holmes,Newton Compton,2008,9788854113060,"Giallo, Thriller, Classico",FALSE
A1468,Massimiliano Frassi,I bambini delle fogne di Bucarest,Ferrari,2002,9788887476101,"Saggistica, Attualità",FALSE
A1469,"Buronson, Hara",Ken il guerriero (Vol. 1),d/books,1983,9788880593712,"Fumetti, Manga",FALSE
A147,Andrea De Carlo,Due di due,Mondadori,2001,9788804492413,"Narrativa, Romanzo",TRUE
A147,Sam Savage,Firmino,Einaudi,2007,9788806192532,"Narrativa, Romanzo",TRUE
A1470,Alberto Manzi,Orzowei,Bompiani,1961,-,"Ragazzi, Avventura, Classico",FALSE
A1471,Christopher Paolini,Eragon,Fabbri Editori,2003,9788845181757,"Ragazzi, Fantasy",FALSE
A1472,Montesquieu,Persian Letters,Penguin Books,1973,9780140442816,"Narrativa, Classico (Inglese)",FALSE
A1473,Charles Dickens,A Tale of Two Cities,Penguin Books,1970,9780140430547,"Romanzo Storico, Classico (Inglese)",FALSE
A1474,Agatha Christie,Murder on the Links,HarperCollins,1988,9780006162729,"Giallo, Classico (Inglese)",FALSE
A1475,Daniele Mencarelli,Sempre tornare,Mondadori,2021,9788804742050,"Narrativa, Formazione",FALSE
A1476,Martin Gilbert,La grande storia della Prima guerra... (Vol. 2),Il Giornale,1998,-,"Saggistica, Storia",FALSE
A1477,Luca O'Connor,Harper Evans e la stella dei desideri,Edizioni WE,2021,9791280240453,"Ragazzi, Fantasy",FALSE
A1478,Agatha Christie,Poirot Investigates,Bantam Books,1982,9780553229616,"Giallo, Racconti (Inglese)",FALSE
A1479,E. M. Forster,A Room with a View,Penguin Books,1987,9780140432688,"Narrativa, Classico (Inglese)",FALSE
A148,Alba de Céspedes,Prima e dopo,Mondadori,1955,-,"Narrativa, Classico",TRUE
A148,Paul Bowles,Il tè nel deserto,Garzanti,1990,9788811666493,"Narrativa, Romanzo, Classico",TRUE
A1480,Luigi Pirandello,Six Characters in Search of an Author,Eyre Methuen,1979,9780413396700,"Teatro, Classico (Inglese)",FALSE
A1481,Hermann Hesse,The Journey to the East,Panther,1966,-,"Narrativa, Filosofia (Inglese)",FALSE
A1482,AA. VV.,English Verse,Penguin Books,1985,9780140420587,Poesia (Inglese),FALSE
A1483,Arthur Conan Doyle,Black Peter - The Red-Headed League,Grafisk Forlag,1980,9788742972922,"Giallo, Racconti (Inglese)",FALSE
A1484,Agatha Christie,Ten Little Niggers (And Then There Were None),HarperCollins,1979,9780006161906,"Giallo, Classico (Inglese)",FALSE
A1485,Oscar Wilde,Il delitto di Lord Arthur Savile,La Spiga,-,9788871003467,"Racconti, Classico",FALSE
A1486,Oscar Wilde,Un marito ideale,Newton Compton,1994,9788879836562,"Teatro, Classico",FALSE
A1487,Oscar Wilde,Un marito ideale,Newton Compton,1994,9788879836562,"Teatro, Classico",FALSE
A1488,George Orwell,1984,Crescere,2024,9791254542036,"Narrativa, Distopico, Classico",FALSE
A1489,Herman Melville,Le cento pagine più belle,Mondadori,1982,-,"Antologia, Classico",FALSE
A149,Gabriele D'Annunzio,L’innocente,Mondadori,1976,9788804008279,"Narrativa, Classico",TRUE
A149,Giampaolo Pansa,Ma l’amore no,Sperling & Kupfer,1994,9788820018788,Romanzo Storico,TRUE
A1490,Vincenzo Cerami,Un borghese piccolo piccolo,Corriere della Sera,2003,-,"Narrativa, Romanzo, Classico",FALSE
A1491,Charles Darwin,L'origine delle specie,Corriere della Sera,2010,-,"Saggistica, Scienze, Classico",FALSE
A1492,Adam Smith,La ricchezza delle nazioni,Corriere della Sera,2010,-,"Saggistica, Economia, Classico",FALSE
A1493,Sergio Valzania,Fare la pace - Vincitori e vinti...,Salerno,2011,9788884027344,"Saggistica, Storia",FALSE
A1494,Raoul Pupo,Trieste '45,Corriere della Sera,2010,-,"Saggistica, Storia",FALSE
A1495,A. Giménez-Bartlett,Un vero e proprio viaggio,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1496,Andrea Camilleri,Doppia indagine,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1497,Andrea Camilleri,L'oro a Vigata,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1498,Andrea Camilleri,I cacciatori,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1499,Andrea Camilleri,Il palato assoluto,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1628,Malorie Blackman,Hacker,Signorelli,2000,9788843407170,"Ragazzi, Thriller",FALSE
A150,Rosa Montero,Storia del Re Trasparente,Frassinelli,2005,9788876849039,"Romanzo Storico, Fantasy",FALSE
A1500,Andrea Camilleri,Il morto viaggiatore,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1501,Andrea Camilleri,Il terremoto del '38,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1502,Andrea Camilleri,La rettitudine fatta persona,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1503,"Queen, Dannay",L'avventura della signora barbuta,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1504,M. Vázquez Montalbán,La dea nuda,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1505,Antonio Manzini,L'eremita,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1506,Maurizio De Giovanni,L'omicidio Carosino,La Repubblica,2021,-,"Giallo, Thriller, Racconti",FALSE
A1507,Vincenzo Arte,Crescere senza voti,Mondadori,2023,9788804764892,"Saggistica, Pedagogia",FALSE
A1508,John Green,Cercando Alaska,Rizzoli,2019,9788817109727,"Ragazzi, Young Adult",FALSE
A1509,Kathleen Glasgow,E poi ci sono io,Rizzoli,2018,9788817101899,"Ragazzi, Attualità",FALSE
A1653,Andrea Camilleri,Donne,Rizzoli,2016,9788817089456,"Narrativa, Racconti",FALSE
A151,Paola Mastrocola,L’anno che non caddero le foglie,Guanda,2016,9788823514782,"Narrativa, Favola",FALSE
A1510,Harper Lee,Il buio oltre la siepe,Feltrinelli,-,9788807881558,"Narrativa, Classico",FALSE
A1511,Luigi Garlando,Presentami un sogno,HarperCollins,2021,9788869058288,"Ragazzi, Sport",FALSE
A1512,Irene Vallejo,Il fischio dell'arciere,Bompiani,2023,9788830119420,"Narrativa, Mitologia, Storico",FALSE
A1513,Zerocalcare,Kobane Calling,Bao Publishing,2020,9788832734591,"Fumetti, Graphic Novel, Reportage",FALSE
A1514,Nicola Brunialti,Un nome che non è il mio,Sperling & Kupfer,2022,9788820072704,"Ragazzi, Storia, Shoah",FALSE
A1515,Sara Gambazza,Ci sono mani che odorano di buono,Longanesi,2023,9788830459380,"Narrativa, Romanzo",FALSE
A1516,Patrizia Carrano,La bambina che mangiava i comunisti,Vallecchi,2022,9788882521363,"Narrativa, Romanzo",FALSE
A1517,Daniele Aristarco,Io dico no! Storie di eroica disobbedienza,Einaudi,2017,9788866563723,"Ragazzi, Storia, Attualità",FALSE
A1518,Cosima Buccoliero,Senza sbarre,Einaudi,2022,9788806251840,"Saggistica, Attualità, Carcere",FALSE
A1519,Minuit,Le ragazze della foresta,Edizioni EL,2021,9788847738232,"Ragazzi, Narrativa",FALSE
A152,Anton Čechov,La fidanzata e altri racconti,Newton Compton,1995,9788879839327,"Racconti, Classico",FALSE
A1674,Andrew Lane,Young Sherlock - Trappola velenosa,De Agostini,2012,9788841873793,"Ragazzi, Giallo",FALSE
A1520,Marie-Aude Murail,Flipper (Sauveur & figlio 2),Giunti,2016,9788809831513,"Ragazzi, Narrativa",FALSE
A1521,AA. VV.,Donne al futuro,Il Mulino,2021,9788815291882,"Saggistica, Attualità",FALSE
A1522,Cosima Buccoliero,Senza sbarre,Einaudi,2022,9788806251840,"Saggistica, Attualità, Carcere",FALSE
A1523,Farhad Bitani,L'ultimo lenzuolo bianco,Neri Pozza,2020,9788854520332,"Saggistica, Biografia, Attualità",FALSE
A1524,Niccolò Ammaniti,Io non ho paura,Einaudi,2001,9788806142100,"Narrativa, Romanzo",FALSE
A1525,Evelyn Waugh,A Handful of Dust,Penguin Books,-,9780141183664,"Narrativa, Satira (Inglese)",FALSE
A1526,David Thomson,England in the Nineteenth Century,Penguin Books,-,-,"Saggistica, Storia (Inglese)",FALSE
A1527,Graham Greene,The Honorary Consul,Penguin Books,-,-,"Narrativa, Romanzo (Inglese)",FALSE
A1528,AA. VV.,Le Mille e una notte (Vol. 1-2),Corriere della Sera,-,-,"Classico, Favola",FALSE
A1529,"Mentana, Segre",La memoria rende liberi,Rizzoli,2015,9788817083072,"Saggistica, Memorie, Shoah",FALSE
A1679,Seneca,La vera gioia,Newton Compton,1995,9788881832101,"Filosofia, Classico",FALSE
A153,Marco Malvaldi,L’infinito tra parentesi,Rizzoli,2016,9788817087643,"Saggistica, Scienza",FALSE
A1530,Luis Sepúlveda,Il vecchio che leggeva romanzi d'amore,Guanda,1989,9788882460235,"Narrativa, Romanzo",FALSE
A1531,Luis Sepúlveda,Storia di una gabbianella...,Salani,1998,9788877826060,"Ragazzi, Favola",FALSE
A1532,Chuck Palahniuk,Invisible Monsters,Mondadori,2012,9788804616238,"Narrativa, Romanzo",FALSE
A1533,Alberto Moravia,Gli indifferenti,Bompiani,1962,-,"Narrativa, Classico",FALSE
A1534,Oscar Wilde,Detti e aforismi,Rizzoli,1999,9788817154215,"Miscellanea, Aforismi",FALSE
A1535,Kahlil Gibran,Il profeta,Feltrinelli,2010,9788807881954,"Poesia, Spiritualità, Classico",FALSE
A1536,Bianca Pitzorno,La bambina col falcone,Salani,1992,9788877822451,"Ragazzi, Romanzo Storico",FALSE
A1537,Dino Buzzati,La famosa invasione degli orsi di Sicilia,Mondadori,1992,9788824700879,"Ragazzi, Classico, Favola",FALSE
A1538,Robert Harris,Pompei,Mondadori,2003,9788804512210,"Romanzo Storico, Thriller",FALSE
A1539,Andrea Camilleri,La mossa del cavallo,Rizzoli,1999,9788817061738,"Romanzo Storico, Giallo",FALSE
A154,Luigi Pirandello,Donna Mimma,Newton Compton,1995,9788879838924,"Racconti, Classico",FALSE
A1599,"Tiffany, Thorne",Harry Potter e la maledizione dell'erede,Salani,2016,9788869187490,"Teatro, Fantasy",FALSE
A1540,Robert Ludlum,Il Patto,Club degli Editori,1979,-,"Thriller, Spionaggio",FALSE
A1541,Jules Verne,I guai di un cinese in Cina,San Paolo,-,9788821516244,"Avventura, Classico",FALSE
A1542,Alexandre Dumas,Il conte di Montecristo,Malipiero Editore,-,9788870072890,"Avventura, Classico, Storico",FALSE
A1543,Charles Dickens,Oliver Twist,Aurora Editore,-,9788886076240,"Narrativa, Classico",FALSE
A1544,Arthur Conan Doyle,Il mastino di Baskerville,Mondadori,-,9788804581452,"Giallo, Classico",FALSE
A1545,F. Scott Fitzgerald,Il grande Gatsby,Mondadori,-,9788804604923,"Narrativa, Classico",FALSE
A1546,William Golding,Il Signore delle Mosche,Mondadori,-,9788804675718,"Narrativa, Classico, Distopico",FALSE
A1547,Giovanni Falcone,Cose di Cosa Nostra,Fabbri Editori,-,9788845133663,"Saggistica, True crime, Attualità",FALSE
A1548,Jack London,Il richiamo della foresta,Mondadori,-,9788804480556,"Avventura, Classico",FALSE
A1549,S. Sebag Montefiore,I discorsi che hanno cambiato il mondo,Edizioni White Star,-,9788854005401,"Saggistica, Storia",FALSE
A155,Natalia Ginzburg,Lessico famigliare,Mondadori,1974,9788806037896,"Narrativa, Classico, Memorie",TRUE
A155,Andrea Vitali,La modista,Garzanti,2008,9788811686613,"Narrativa, Romanzo",TRUE
A1550,Louisa May Alcott,Piccole donne,Bompiani,-,9788845214041,"Ragazzi, Classico, Formazione",FALSE
A1551,Louisa May Alcott,Piccole donne crescono,Aurora Editore,-,9788886076189,"Ragazzi, Classico, Sentimentale",FALSE
A1552,Louisa May Alcott,I ragazzi di Jo,Fratelli Melita Editori,-,9788840360705,"Ragazzi, Classico, Formazione",FALSE
A1662,Giovanni Verga,Dal tuo al mio,Newton Compton,1995,9788879839358,"Narrativa, Classico",FALSE
A156,Silvia Avallone,Acciaio,Rizzoli,2010,9788817037631,"Narrativa, Romanzo, Attualità",FALSE
A157,Alberto Bertuzzi,La costituzione comoda,Rizzoli,1981,-,"Saggistica, Politica",FALSE
A1680,Markus Zusak,Storia di una ladra di libri,Sperling & Kupfer,2015,9788868360665,"Romanzo Storico, Ragazzi",FALSE
A1678,Sandra Frattini,Le orchidee del Monte Vallassa,Guardamagna,2016,9788895193557,"Saggistica, Natura, Botanica",FALSE
A158,John Grisham,Theodore Boone - La ragazza...,Mondadori,2011,9788804611561,"Ragazzi, Giallo",FALSE
A159,Nick Hornby,Alta fedeltà,Guanda,1995,9788877468338,"Narrativa, Romanzo",FALSE
A1598,Guido Sgardoli,O sei dentro o sei fuori,Edizioni EL,2010,9788847726352,"Ragazzi, Narrativa",FALSE
A160,Isabel Allende,La casa degli spiriti,Feltrinelli,1987,9788807810015,"Narrativa, Realismo Magico, Classico",FALSE
A1650,Francesca Longo,Come ti sequestro la prof,Edizioni EL,2010,9788847726321,"Ragazzi, Umorismo",FALSE
A1649,Christian Jacq,Il romanzo di Ramses,Mondadori,1997,9788804433720,"Romanzo Storico, Avventura",FALSE
A161,Christian Jacq,Il romanzo di Ramses,Mondadori,1997,9788804433767,"Romanzo Storico, Avventura",FALSE
A1646,Jostein Gaarder,Il mondo di Anna,Longanesi,2013,9788830436152,"Ragazzi, Narrativa, Ecologia",FALSE
A162,Giorgio Amendola,Una scelta di vita,Rizzoli,1976,9788817123303,"Saggistica, Biografia, Politica",FALSE
A1591,Federico Moccia,Tre metri sopra il cielo,Mondadori,2005,9788804545804,"Narrativa, Rosa, Young Adult",FALSE
A163,Patricia Cornwell,Oggetti di reato,Mondadori,1992,9788804358896,"Giallo, Thriller",TRUE
A163,Paola Zannoner,Sopra l’acqua sotto il cielo,Mondadori,2007,9788804573159,"Ragazzi, Narrativa",TRUE
A1681,Luigi Pirandello,Amori senza amore,Newton Compton,1995,9788881831814,"Racconti, Classico",FALSE
A164,"Ossorio, Zoungrana",Se entri nel cerchio sei libero,Mondadori,2010,9788804598466,"Ragazzi, Formazione",FALSE
A165,Apuleio,La favola di Amore e Psiche,Newton Compton,1995,9788879833660,"Classico, Mitologia",TRUE
A165,Marie-Aude Murail,Cécile. Il futuro è per tutti,Giunti,2010,9788809742611,"Ragazzi, Narrativa",TRUE
A166,Luigi Pirandello,Un matrimonio ideale...,Newton Compton,1995,9788879838894,"Racconti, Classico",FALSE
A166M,Angela Nanetti,Morte a Garibaldi,Giunti,2011,9788809768000,"Ragazzi, Romanzo Storico",FALSE
A1656,Italo Svevo,Il mio ozio e altri racconti,Newton Compton,1995,9788879839365,"Racconti, Classico",FALSE
A167,Fernando Corbalan,La sezione aurea,RBA,2011,9788447377039,"Saggistica, Matematica",FALSE
A1660,Platone,Simposio,Rizzoli,2016,9788817100410,"Filosofia, Classico",FALSE
A168,Timothy Lewis,Solo una volta nella vita,Giunti,2013,9788809778269,"Narrativa, Romanzo",FALSE
A1668,Daphne du Maurier,A Venezia... un dicembre rosso,Rizzoli,1980,9788817166166,"Racconti, Thriller, Classico",FALSE
A169,Paul Bakolo Ngoi,Colpo di testa,Rizzoli,2010,9788817038164,"Ragazzi, Sport",FALSE
A170,Doriana Martini,Prigionieri di noi stessi,Graus Editore,2015,9788883464874,"Saggistica, Psicologia",FALSE
A1654,Paulo Coelho,Lo Zahir,Corriere della Sera,2005,9788845233968,"Narrativa, Romanzo",FALSE
A171,Edmond Rostand,Cirano di Bergerac,Newton Compton,1993,9788879830508,"Teatro, Classico",TRUE
A171,Susanna Tamaro,Ascolta la mia voce,Corriere della Sera,2006,9788817012904,"Narrativa, Romanzo",TRUE
A172,Aleksandr Solženicyn,Una giornata di Ivàn Denìsovič,Newton Compton,1993,9788879831512,"Romanzo Storico, Classico",FALSE
A1667,Giorgio Faletti,Fuori da un evidente destino,Baldini+Castoldi,2006,9788860730121,"Giallo, Thriller",FALSE
A173,Torey L. Hayden,La foresta dei girasoli,TEA,2011,9788850225132,"Narrativa, Drammatico",FALSE
A1666,Giorgio Faletti,Niente di vero tranne gli occhi,Baldini+Castoldi,2004,9788884906006,"Giallo, Thriller",FALSE
A174,AA. VV.,Incontri nell’aula 18,Libreria Ticinum Editore,2016,9788890479366,"Narrativa, Racconti",TRUE
A174,Jenny Lawson,Facciamo finta di niente,Sperling & Kupfer,2016,9788820060930,"Saggistica, Umorismo, Memorie",TRUE
A175,Giorgio Amendola,Un’isola,Rizzoli,1982,9788817123181,"Saggistica, Biografia, Politica",TRUE
A175,G. C. Giacobbe,Come smettere di farsi le seghe...,Ponte alle grazie,2003,9788879286466,"Saggistica, Psicologia, Umorismo",TRUE
A1617,Dario Sabbatucci,"Tarquinia, la pittura etrusca",De Agostini,-,-,"Saggistica, Arte, Storia",FALSE
A176,Roberto Perrone,Banana football Club,Rizzoli,2012,9788817056069,"Narrativa, Sport",FALSE
A177,Jerry Spinelli,Per sempre Stargirl,Mondadori,2012,9788804620075,"Ragazzi, Narrativa",FALSE
A1619,Karen Blixen,La mia Africa,Feltrinelli,1992,9788807810329,"Narrativa, Memorie, Classico",FALSE
A1597,John N. Wilford,L’enigma dei dinosauri,Mondadori,1994,9788804391626,"Saggistica, Paleontologia",FALSE
A178,Giuseppe Culicchia,Un’estate al mare,Garzanti,2007,9788811685817,"Narrativa, Romanzo",FALSE
A1691,Steven Weinberg,I primi tre minuti,Mondadori,1994,9788804388480,"Saggistica, Scienza",FALSE
A179,Nicholas Sparks,Le parole che non ti ho detto,Frassinelli,1998,9788876845344,"Narrativa, Rosa",FALSE
A180,Sinesio,Elogio della calvizie,Newton Compton,1995,9788879838382,"Saggistica, Filosofia, Classico",FALSE
A1590,Federico Moccia,Ho voglia di te,Feltrinelli,2006,8022264753555,"Narrativa, Rosa, Young Adult",FALSE
A1593,Jack London,Zanna Bianca,Bompiani,1980,9788809033870,"Ragazzi, Avventura, Classico",FALSE
A1588,Jack London,Zanna Bianca,Giunti,2004,9788809033870,"Ragazzi, Avventura, Classico",FALSE
A1589,Jack London,Zanna Bianca,Giunti,2004,9788809033870,"Ragazzi, Avventura, Classico",FALSE
A181,Nicholas Sparks,Quando ho aperto gli occhi,Frassinelli,2003,9788876847591,"Narrativa, Rosa",FALSE
A1606,Gerhard Konzelmann,Maometto,Bompiani,1991,9788845217431,"Saggistica, Biografia, Religione",FALSE
A182,Paolo Mosca,Il nuovo senso della vita,Sperling & Kupfer,2003,9788820035074,"Saggistica, Spiritualità",FALSE
A1607,Enzo Biagi,Lettera d’amore a una ragazza di una volta,Rizzoli,2003,9788817872655,"Saggistica, Memorie",FALSE
A183,Andrew Lane,Young Sherlock Holmes,De Agostini,2014,9788851121852,"Ragazzi, Giallo",FALSE
A184,Albert Einstein,Lo spazio è una questione di tempo,RBA,2014,9788447376483,"Saggistica, Fisica",FALSE
A1587,Haruki Murakami,Norwegian Wood,Einaudi,1987,9788806216467,"Narrativa, Romanzo",FALSE
A1596,John le Carré,Il canto della missione,Mondadori,2006,9788804550978,"Giallo, Thriller, Spionaggio",FALSE
A185,Enti Autori,Italiane Vol III - dizionario biografico,-,2004,-,"Saggistica, Biografia",FALSE
A1595,Ellis Peters,Un cadavere di troppo,TEA,1990,9788878191630,"Giallo, Storico",FALSE
A186,Charles Dickens,Le campane,Newton Compton,1993,9788879830577,"Narrativa, Classico",FALSE
A1610,Luigi Pirandello,Sei personaggi in cerca d’autore,Newton Compton,1993,9788879830583,"Teatro, Classico",FALSE
A187,Vamba,Il giornalino di Gian Burrasca,De Agostini,2009,9788841856642,"Ragazzi, Classico, Umorismo",FALSE
A1605,Gabriel García Márquez,Cronaca di una morte annunciata,Mondadori,1981,9788804213193,"Narrativa, Classico",FALSE
A188,Victor Hugo,L’ultimo giorno di un condannato...,Newton Compton,1993,9788879832793,"Narrativa, Classico",FALSE
A1594,Robert Louis Stevenson,Lo strano caso del Dr. Jekyll e Mr. Hyde,Newton Compton,1992,9788879830170,"Narrativa, Classico, Horror",FALSE
A189,Conor Grennan,Sette fiori di senape,Piemme,2011,9788856616421,"Narrativa, Memorie, Viaggi",FALSE
A190,Antonio Forcellino,1545,Laterza,2008,9788842085934,"Saggistica, Storia, Arte",TRUE
A190,Charles Dickens,Le avventure di Oliver Twist,Mondadori,2015,9788804655611,"Narrativa, Classico",TRUE
A191,Giuseppe Sicheri,Vino è salute,Saviolo Edizioni,2008,9788895122112,"Saggistica, Enogastronomia",FALSE
A1618,Margherita Oggero,Amen,Effatà,2014,9788874029419,"Saggistica, Religione",FALSE
A192,Luca Nascimbene,Il ragazzo che cantava poesie d’amore,Youcanprint,2017,9788892647786,"Poesia, Amore",TRUE
A192,Giancarlo Galli,Gli Agnelli,Mondadori,1997,9788804429814,"Saggistica, Biografia, Economia",TRUE
A1672,Ken Follett,L’uomo di Pietroburgo,Mondadori,1982,9788804245637,"Giallo, Thriller, Storico",FALSE
A1601,Giorgio Rochat,Le guerre italiane 1935- 1943,Einaudi,2005,9788806177974,"Saggistica, Storia, Militaria",FALSE
A193,Gian Luca Favetto,Un’eterna solitudine,Effatà,2012,9788874027477,"Saggistica, Spiritualità",FALSE
A1676,Ken Follett,Il terzo gemello,Mondadori,1997,9788804423851,"Giallo, Thriller",FALSE
A194,Elena Loewenthal,Un’annunciazione,Effatà,2014,9788874029310,"Saggistica, Religione",FALSE
A195,Don Antonio Mazzi,Pinocchio e i suoi fratelli,Piemme,1995,9788838424266,"Saggistica, Attualità",FALSE
A1616,Mario Dal Bello,Caravaggio,Effatà,2007,9788874023400,"Saggistica, Arte",FALSE
A196,Sigmund Freud,L’interpretazione dei sogni,Rusconi,2016,9788818031389,"Saggistica, Psicologia, Classico",FALSE
A1585,Silvana De Mari,Giuseppe figlio di Giacobbe,Effatà,2014,9788874029297,"Ragazzi, Religione",FALSE
A197,Amy Hempel,Ragioni di vivere,Serra e Riva Editori,1986,9788877980075,"Narrativa, Racconti",FALSE
A1675,Alessandro Gisotti,11 settembre. Una storia che continua,Effatà,2011,9788874027170,"Saggistica, Storia, Attualità",FALSE
A1584,Federico Moccia,Tre metri sopra il cielo,Feltrinelli,2005,9788807840395,"Narrativa, Rosa, Young Adult",FALSE
A198,Stephen King,Misery,Sperling & Kupfer,2015,9788868362706,"Horror, Thriller",FALSE
A1583,Friedrich Nietzsche,Così parlò Zarathustra,Mondadori,2016,9788804672197,"Filosofia, Classico",FALSE
A199,Isabel Allende,Le avventure di aquila e giaguaro,Feltrinelli,2004,9788807883259,"Ragazzi, Avventura",FALSE
A1575,Michael J. Gelb,Il segreto da Vinci,Il Saggiatore,2004,9788842812547,"Saggistica, Arte, Self-help",FALSE
A200,Oscar Wilde,Il ritratto di Dorian Gray,Feltrinelli,2016,9788807900402,"Narrativa, Classico",FALSE
A1577,Robert S. Elegant,Manciù,Bompiani,1987,-,"Romanzo Storico, Avventura",FALSE
A201,Paulo Coelho,Sulla sponda del fiume Pietra...,Mondadori,1996,9788845229045,"Narrativa, Romanzo",FALSE
A202,Patrick Dennis,Intorno al mondo con zia Mame,Adelphi,2011,9788845925696,"Narrativa, Umorismo",FALSE
A203,J. W. Goethe,Le affinità elettive,Mondadori,2017,9788804677277,"Narrativa, Classico",FALSE
A1677,Marie Cardinal,Le parole per dirlo,Bompiani,1981,9788845207860,"Narrativa, Psicologico",FALSE
A1578,Miguel de Cervantes,Don Chisciotte della Mancia,Mondadori,2017,9788804642749,"Narrativa, Classico",FALSE
A1582,"Gramellini, Gamberale",Avrò cura di te,Longanesi,2012,9788830436688,"Narrativa, Romanzo",FALSE
A204,Adam Blade,Beast Quest - Ferno il signore...,Salani,2015,9788862561501,"Ragazzi, Fantasy",FALSE
A1581,Gordon L. Rottman,Eserciti della guerra del golfo 1990-91,Edizioni del Prado,1998,-,"Saggistica, Storia, Militaria",FALSE
A205,Andrea Vitali,La mamma del sole,Garzanti,2010,9788811681670,"Narrativa, Romanzo",FALSE
A206,David Bellemère,Le quindici gioie del matrimonio,Newton Compton,1994,9788879833745,"Saggistica, Satira, Classico",FALSE
A1580,Massimo Gramellini,Fai bei sogni,Longanesi,2013,9788830429154,"Narrativa, Autobiografico",FALSE
A1570,Bram Stoker,Dracula,Einaudi,2016,9788806219278,"Horror, Classico",FALSE
A207,Wilbur Smith,Monsone,Longanesi,1999,9788830416970,"Avventura, Romanzo Storico",FALSE
A1574,Luca Reteuna,Sorella Acqua,Effatà,2012,9788874027781,"Saggistica, Ecologia",FALSE
A208,E.J. Michael,Regina del sole,Sonzogno,1996,9788845408991,Romanzo Storico,FALSE
A1571,Gabriel García Márquez,Cent’anni di solitudine,Mondadori,1987,9788804305713,"Narrativa, Classico, Realismo Magico",FALSE
A1572,Gabriel García Márquez,Cent’anni di solitudine,Feltrinelli,1987,-,"Narrativa, Classico, Realismo Magico",FALSE
A209,Ken Follett,Un luogo chiamato libertà,Mondadori,1995,9788804406283,Romanzo Storico,FALSE
A1569,Stephen Badsey / David G. Chandler,Normandia 1944,Edizioni del Prado,1998,9788483720035,"Saggistica, Storia, Militaria",FALSE
A210,Carlo Cassola,L’antagonista,Rizzoli,1976,9788817110037,"Narrativa, Romanzo",FALSE
A211,Giacobbe Fragomeni,All’ultimo round. La mia storia,Limina,2013,9788860411624,"Biografia, Sport",FALSE
A1568,Elizabeth Bowen,The House in Paris,Penguin Books,1976,140005358,"Narrativa, Romanzo (Inglese)",FALSE
A1567,Stefano Zecchi,Amata per caso,Mondadori,2004,9771123835008,"Narrativa, Romanzo",FALSE
A212,Albert Einstein,Come io vedo il mondo,Newton Compton,1993,9788879833073,"Saggistica, Fisica, Filosofia",FALSE
A1565,Mika Waltari,Turms l’Etrusco,Mondadori,1985,9788804266606,Romanzo Storico,FALSE
A213,Paolo D’Agostini,Dizionari del cinema: Commedia,Electa,2009,9788837057039,"Saggistica, Cinema",FALSE
A214,Giuseppe De Grassi,Occhi di ragazzo,Rai Eri,2002,9788839712065,"Biografia, Musica",FALSE
